episode,reward
108,54.652001600008134
109,54.90452292436644
110,45.8136976665317
111,48.312607498226505
112,51.67539523142625
113,49.276256909718384
114,54.176553376231126
115,51.95186881124949
116,54.47517184923708
117,45.94070158506846
118,50.26826156190303
119,53.02625676010342
120,50.80664525742884
121,45.96733211160598
122,45.73865761943732
123,50.108625563432845
124,44.93896695437361
125,44.84737746446051
126,56.986806641316264
127,46.45724136388319
128,48.55938651291635
129,53.70926134077649
130,52.57454783419457
131,45.51045569865324
132,52.69374045108935
133,46.22478657200592
134,54.28751316829788
135,46.30802766847966
136,51.601498428110574
137,54.62232359290352
138,49.35810342758425
139,50.50731241092245
140,47.62094706028596
141,47.778707895742286
142,53.705846081416695
143,46.408387789995864
144,54.413474188985646
145,49.44075565390504
146,51.165785255614345
147,51.3937667452492
148,49.97798398181435
149,49.780788718211326
150,49.94519790840633
151,48.431539367832215
152,54.17035038999855
153,56.10448294466811
154,50.336115802470566
155,45.14619439178509
156,53.688170737801826
157,48.83088343477361
158,45.10583135733628
159,44.80620081650269
160,52.29513829700611
161,51.62998824513248
162,46.97487881579235
163,51.16046212137038
164,52.99972104109448
165,44.74081202499393
166,51.43520189792537
167,46.96271624338203
168,52.276140874203165
169,53.50274933667269
170,48.29943631693337
171,47.634932855063454
172,48.98915899934266
173,55.06638702395472
174,51.917888039248545
175,48.66437442153039
176,50.219183324092924
177,52.36720292141426
178,44.75354031013104
179,55.536789870205176
180,50.93131287204078
181,49.46794892073406
182,49.229624003038865
183,47.26943010780853
184,55.075276760932745
185,51.65324778474913
186,53.20092600223359
187,48.07713956342421
188,48.12976969263895
189,54.53974302357594
190,50.76834521163709
191,49.540355453977256
192,53.19177749618945
193,48.410514461233575
194,50.30053894221226
195,57.06912883450502
196,44.55988418084167
197,51.454398475320076
198,47.8030835582497
199,48.86101241585051
200,52.90943974401303
201,44.463121034607724
202,47.02045315583017
203,51.37388645240821
204,48.82760966808092
205,46.12000894709089
206,50.778542485051666
207,47.54784842518771
208,47.34276520212362
209,47.18105524063285
210,52.15224088681475
211,43.80801189331885
212,49.36104618685732
213,49.37413584338824
214,49.3914508165208
215,53.328002467886414
216,58.63332401507166
217,49.027938782094374
218,49.82164022973062
219,51.50996708047051
220,50.88869989320505
221,44.18010358381864
222,46.73478608001368
223,39.85590801269317
224,48.63990985414282
225,45.688276921286004
226,48.63210544308134
227,53.477810135395096
228,53.06330172538615
229,55.54213760849729
230,49.96523918506743
231,50.28846962933257
232,51.3207612763518
233,52.42225586887306
234,53.303467286982595
235,47.680840137780976
236,48.27763395964107
237,53.07023171179543
238,46.61670007497178
239,47.386464570887036
240,50.142710015362084
241,46.133830810684465
242,47.5979377535664
243,50.87281020516707
244,53.36942072512592
245,53.02006787781997
246,50.1485519061147
247,47.14437149231038
248,49.6158483304127
249,46.334794479045165
250,52.426069203897995
251,52.90137932292859
252,52.39022029113767
253,45.17242753688809
254,48.47877328785123
255,46.91202353453628
256,48.885768343987856
257,50.818980075394755
258,50.207540998417315
259,49.17279799371338
260,46.881299457100496
261,51.39395634516109
262,44.0631977659281
263,53.43497648753515
264,50.27665604785162
265,53.737923492537846
266,50.0006582785147
267,51.118860149194234
268,50.586475910993585
269,51.1936342580788
270,49.12998695480739
271,47.256837558971355
272,52.12803188766498
273,54.599234422354215
274,47.38762199897632
275,48.235060324850515
276,43.09186862147619
277,51.101587711920274
278,46.268633694576266
279,43.22186438173917
280,48.2538052883811
281,51.59157190510342
282,47.71433709728997
283,47.523254242729735
284,55.37762359794393
285,52.995564865171865
286,46.26931395478225
287,46.37947764932762
288,53.01964572082392
289,46.683380440484655
290,50.0355071823078
291,50.57106535765817
292,45.99330709734722
293,50.889912812863294
294,53.107123566375385
295,53.665030322838184
296,44.85586046356885
297,53.22779448743934
298,49.056004938289114
299,50.084613160223334
